,0,1,2,3
89,kraken,0.00042187300000007255,8,output/kraken/train/8/8_train_2073606695.txt
90,tesseract,0.000225571000000091,8,output/tesseract/train/8/8_train_2073606695
91,kraken,0.000480292999999854,0,output/kraken/train/0/0_train_13150114.txt
92,tesseract,0.00013061699999994403,0,output/tesseract/train/0/0_train_13150114
93,kraken,0.0004890870000000547,7,output/kraken/train/7/7_train_2031308981.txt
94,tesseract,0.00012941799999977022,7,output/tesseract/train/7/7_train_2031308981
95,kraken,0.0005049189999999371,1,output/kraken/train/1/1_train_2057869045.txt
96,tesseract,0.00020750700000027322,1,output/tesseract/train/1/1_train_2057869045
97,kraken,0.0004913890000000087,12,output/kraken/train/12/12_train_0011861747.txt
98,tesseract,0.00019762400000011837,12,output/tesseract/train/12/12_train_0011861747
99,kraken,0.0004715680000000333,12,output/kraken/train/12/12_train_2063541391_1402.txt
100,tesseract,0.000202306000000263,12,output/tesseract/train/12/12_train_2063541391_1402
101,kraken,0.000506605999999632,4,output/kraken/train/4/4_train_14466467.txt
102,tesseract,0.00020682499999979953,4,output/tesseract/train/4/4_train_14466467
103,kraken,0.0005743469999996975,15,output/kraken/train/15/15_train_91354207.txt
104,tesseract,0.00021072600000016095,15,output/tesseract/train/15/15_train_91354207
105,kraken,0.0005445950000000366,14,output/kraken/train/14/14_train_50423504-3505.txt
106,tesseract,0.00020842500000028963,14,output/tesseract/train/14/14_train_50423504-3505
107,kraken,0.0004762089999998942,15,output/kraken/train/15/15_train_1000321976.txt
108,tesseract,0.00030203800000006,15,output/tesseract/train/15/15_train_1000321976
109,kraken,0.00048240399999999184,9,output/kraken/train/9/9_train_2044167350_7351.txt
110,tesseract,0.00021964299999988057,9,output/tesseract/train/9/9_train_2044167350_7351
111,kraken,0.0004942849999998167,9,output/kraken/train/9/9_train_2070342685.txt
112,tesseract,0.00017058599999986157,9,output/tesseract/train/9/9_train_2070342685
113,kraken,0.0004626019999998121,0,output/kraken/train/0/0_train_10389066.txt
114,tesseract,0.00024323699999984072,0,output/tesseract/train/0/0_train_10389066
115,kraken,0.0005636730000002643,11,output/kraken/train/11/11_train_2028703201.txt
116,tesseract,0.0002390599999997356,11,output/tesseract/train/11/11_train_2028703201
117,kraken,0.0005480560000004076,4,output/kraken/train/4/4_train_03853587_3588.txt
118,tesseract,0.00013479000000016228,4,output/tesseract/train/4/4_train_03853587_3588
119,kraken,0.0004038330000000201,9,output/kraken/train/9/9_train_2501208441.txt
120,tesseract,0.00020191599999996868,9,output/tesseract/train/9/9_train_2501208441
121,kraken,0.0005921600000000637,8,output/kraken/train/8/8_train_0060220108.txt
122,tesseract,0.00010385499999987502,8,output/tesseract/train/8/8_train_0060220108
123,kraken,0.0005005120000003416,11,output/kraken/train/11/11_train_2029377033.txt
124,tesseract,0.0001976009999999917,11,output/tesseract/train/11/11_train_2029377033
125,kraken,0.00044612899999973976,2,output/kraken/train/2/2_train_2071438793a.txt
126,tesseract,0.00020095899999983402,2,output/tesseract/train/2/2_train_2071438793a
127,kraken,0.00047216199999988717,13,output/kraken/train/13/13_train_71394804.txt
128,tesseract,0.0002454209999998014,13,output/tesseract/train/13/13_train_71394804
129,kraken,0.00045453099999992475,2,output/kraken/train/2/2_train_530598364+-8372.txt
130,tesseract,0.0002056660000002708,2,output/tesseract/train/2/2_train_530598364+-8372
131,kraken,0.0004176860000000282,11,output/kraken/train/11/11_train_2029371697.txt
132,tesseract,0.00021259000000029005,11,output/tesseract/train/11/11_train_2029371697
133,kraken,0.0005735719999999667,15,output/kraken/train/15/15_train_2024751155_2024751157.txt
134,tesseract,8.933499999974615e-05,15,output/tesseract/train/15/15_train_2024751155_2024751157
135,kraken,0.0004753840000000231,2,output/kraken/train/2/2_train_2083634659d.txt
136,tesseract,0.00011245100000012442,2,output/tesseract/train/2/2_train_2083634659d
137,kraken,0.00042632499999983864,1,output/kraken/train/1/1_train_2028905730.txt
138,tesseract,0.00019721699999974973,1,output/tesseract/train/1/1_train_2028905730
139,kraken,0.00046006700000011946,4,output/kraken/train/4/4_train_71390032.txt
140,tesseract,0.00033964600000002676,4,output/tesseract/train/4/4_train_71390032
141,kraken,0.0004951269999997621,11,output/kraken/train/11/11_train_83565596.txt
142,tesseract,0.0002121850000000869,11,output/tesseract/train/11/11_train_83565596
143,kraken,0.00051151100000002,14,output/kraken/train/14/14_train_50485645-5646.txt
144,tesseract,0.00019598200000014998,14,output/tesseract/train/14/14_train_50485645-5646
145,kraken,0.0005298980000003617,5,output/kraken/train/5/5_train_2029086020_2029086029.txt
146,tesseract,0.00018501799999981472,5,output/tesseract/train/5/5_train_2029086020_2029086029
147,kraken,0.0005377489999998097,8,output/kraken/train/8/8_train_2061671265-a.txt
148,tesseract,0.00018642200000007492,8,output/tesseract/train/8/8_train_2061671265-a
149,kraken,0.0005169839999998871,7,output/kraken/train/7/7_train_2051512644_2051512651.txt
150,tesseract,0.00018142000000009872,7,output/tesseract/train/7/7_train_2051512644_2051512651
151,kraken,0.0005898320000001789,13,output/kraken/train/13/13_train_2040734589_2040734591.txt
152,tesseract,0.00010085300000017838,13,output/tesseract/train/13/13_train_2040734589_2040734591
153,kraken,0.0005194090000002483,14,output/kraken/train/14/14_train_50565415-5416.txt
154,tesseract,0.00023197999999968744,14,output/tesseract/train/14/14_train_50565415-5416
155,kraken,0.0005166560000002818,2,output/kraken/train/2/2_train_531681794+-1794.txt
156,tesseract,0.00012767700000004822,2,output/tesseract/train/2/2_train_531681794+-1794
157,kraken,0.0005454749999995734,15,output/kraken/train/15/15_train_2058097781.txt
158,tesseract,0.00017302300000032744,15,output/tesseract/train/15/15_train_2058097781
159,kraken,0.0003936969999998041,2,output/kraken/train/2/2_train_528986346+-6346.txt
160,tesseract,0.0002534979999997411,2,output/tesseract/train/2/2_train_528986346+-6346
161,kraken,0.0005079939999999006,1,output/kraken/train/1/1_train_2062170221.txt
162,tesseract,0.00021404399999980228,1,output/tesseract/train/1/1_train_2062170221
163,kraken,0.00046119900000007874,11,output/kraken/train/11/11_train_0060266643.txt
164,tesseract,0.00025820400000009514,11,output/tesseract/train/11/11_train_0060266643
165,kraken,0.00041531799999994234,13,output/kraken/train/13/13_train_2049366449.txt
166,tesseract,0.00016481199999995866,13,output/tesseract/train/13/13_train_2049366449
167,kraken,0.0005950269999996927,9,output/kraken/train/9/9_train_tob09317.81.txt
168,tesseract,0.00017866699999968816,9,output/tesseract/train/9/9_train_tob09317.81
169,kraken,0.0005019629999996056,7,output/kraken/train/7/7_train_0011908983.txt
170,tesseract,0.0002185889999997137,7,output/tesseract/train/7/7_train_0011908983
171,kraken,0.00041094100000016454,9,output/kraken/train/9/9_train_2070898641.txt
172,tesseract,0.00017070399999985497,9,output/tesseract/train/9/9_train_2070898641
173,kraken,0.0005957479999998405,1,output/kraken/train/1/1_train_2028845488.txt
174,tesseract,0.00017912500000027975,1,output/tesseract/train/1/1_train_2028845488
175,kraken,0.0004741039999998087,10,output/kraken/train/10/10_train_titx1200.38.txt
176,tesseract,0.00012360699999991454,10,output/tesseract/train/10/10_train_titx1200.38
177,kraken,0.0006024440000000908,14,output/kraken/train/14/14_train_50571554-1555.txt
178,tesseract,0.00020363299999992535,14,output/tesseract/train/14/14_train_50571554-1555
179,kraken,0.0004122849999999012,9,output/kraken/train/9/9_train_1003543020-a.txt
180,tesseract,0.0003617719999997604,9,output/tesseract/train/9/9_train_1003543020-a
181,kraken,0.00043029199999988776,10,output/kraken/train/10/10_train_tcal0469722.txt
182,tesseract,0.00017844300000025015,10,output/tesseract/train/10/10_train_tcal0469722
183,kraken,0.0005267479999995217,15,output/kraken/train/15/15_train_0011987987.txt
184,tesseract,0.00014565899999974263,15,output/tesseract/train/15/15_train_0011987987
185,kraken,0.0003981889999997712,12,output/kraken/train/12/12_train_86571129.txt
186,tesseract,0.00015560299999961558,12,output/tesseract/train/12/12_train_86571129
187,kraken,0.0004885909999998717,1,output/kraken/train/1/1_train_2075389881.txt
188,tesseract,0.00020885800000014498,1,output/tesseract/train/1/1_train_2075389881
189,kraken,0.00041482299999984207,5,output/kraken/train/5/5_train_2028936922_2028936952.txt
190,tesseract,0.0002495740000001412,5,output/tesseract/train/5/5_train_2028936922_2028936952
191,kraken,0.00046051499999988366,12,output/kraken/train/12/12_train_2029272354.txt
192,tesseract,0.0001848170000000593,12,output/tesseract/train/12/12_train_2029272354
193,kraken,0.0005443900000003943,0,output/kraken/train/0/0_train_2044387204_2044387205.txt
194,tesseract,0.00020639300000002692,0,output/tesseract/train/0/0_train_2044387204_2044387205
195,kraken,0.0004549620000000587,8,output/kraken/train/8/8_train_0060184670.txt
196,tesseract,0.00019275599999968307,8,output/tesseract/train/8/8_train_0060184670
197,kraken,0.0005715349999997343,9,output/kraken/train/9/9_train_2047828797.txt
198,tesseract,0.0002182490000000037,9,output/tesseract/train/9/9_train_2047828797
199,kraken,0.0005119620000000324,8,output/kraken/train/8/8_train_2043531363.txt
200,tesseract,0.00019380900000021128,8,output/tesseract/train/8/8_train_2043531363
201,kraken,0.00036184200000022315,12,output/kraken/train/12/12_train_2081151424.txt
202,tesseract,0.00017288199999976328,12,output/tesseract/train/12/12_train_2081151424
203,kraken,0.0005376730000001828,6,output/kraken/train/6/6_train_10328368_10328372.txt
204,tesseract,0.0002303229999998102,6,output/tesseract/train/6/6_train_10328368_10328372
205,kraken,0.00031782300000005037,12,output/kraken/train/12/12_train_1000842356_1000842361.txt
206,tesseract,0.00020865199999997586,12,output/tesseract/train/12/12_train_1000842356_1000842361
207,kraken,0.00040004199999987833,10,output/kraken/train/10/10_train_ti14710682.txt
208,tesseract,0.00016123199999995563,10,output/tesseract/train/10/10_train_ti14710682
209,kraken,0.0004945549999999521,13,output/kraken/train/13/13_train_507310970_507310975.txt
210,tesseract,0.0002151180000002917,13,output/tesseract/train/13/13_train_507310970_507310975
211,kraken,0.0005080840000002418,6,output/kraken/train/6/6_train_50550288-0297.txt
212,tesseract,0.0001631539999999987,6,output/tesseract/train/6/6_train_50550288-0297
213,kraken,0.0005906719999999588,9,output/kraken/train/9/9_train_2046406796_6797.txt
214,tesseract,0.00022149200000010083,9,output/tesseract/train/9/9_train_2046406796_6797
215,kraken,0.0005022440000002071,15,output/kraken/train/15/15_train_0000393420.txt
216,tesseract,0.00019034700000020166,15,output/tesseract/train/15/15_train_0000393420
217,kraken,0.0005144999999999733,4,output/kraken/train/4/4_train_2061003271.txt
218,tesseract,0.00018918100000009375,4,output/tesseract/train/4/4_train_2061003271
219,kraken,0.0006090539999998867,9,output/kraken/train/9/9_train_tob08501.48_tob08501.49.txt
220,tesseract,0.0001974640000002026,9,output/tesseract/train/9/9_train_tob08501.48_tob08501.49
221,kraken,0.0005266270000001683,14,output/kraken/train/14/14_train_50550997-0997.txt
222,tesseract,0.00016466600000031306,14,output/tesseract/train/14/14_train_50550997-0997
223,kraken,0.0005975629999999121,13,output/kraken/train/13/13_train_2054924739.txt
224,tesseract,0.0001952769999999937,13,output/tesseract/train/13/13_train_2054924739
225,kraken,0.000468246000000061,9,output/kraken/train/9/9_train_1003538240-j.txt
226,tesseract,0.00021188499999968968,9,output/tesseract/train/9/9_train_1003538240-j
227,kraken,0.0004889860000001356,10,output/kraken/train/10/10_train_91908717_8718.txt
228,tesseract,0.0001589760000002549,10,output/tesseract/train/10/10_train_91908717_8718
229,kraken,0.00047439399999982257,6,output/kraken/train/6/6_train_50219546-9558.txt
230,tesseract,0.0002321489999999038,6,output/tesseract/train/6/6_train_50219546-9558
231,kraken,0.0005059890000000955,5,output/kraken/train/5/5_train_2022148811_2022148813.txt
232,tesseract,0.0003203790000001483,5,output/tesseract/train/5/5_train_2022148811_2022148813
233,kraken,0.00048107599999980266,1,output/kraken/train/1/1_train_0060002602.txt
234,tesseract,0.00015852400000015976,1,output/tesseract/train/1/1_train_0060002602
235,kraken,0.0004826890000000361,2,output/kraken/train/2/2_train_528670640+-0640.txt
236,tesseract,0.00017229000000007488,2,output/tesseract/train/2/2_train_528670640+-0640
237,kraken,0.0005438569999998144,7,output/kraken/train/7/7_train_2000416504_2000416505.txt
238,tesseract,0.0002479299999995632,7,output/tesseract/train/7/7_train_2000416504_2000416505
239,kraken,0.00042347299999967447,13,output/kraken/train/13/13_train_2040488679.txt
240,tesseract,0.00017086600000038032,13,output/tesseract/train/13/13_train_2040488679
241,kraken,0.00045671599999996815,2,output/kraken/train/2/2_train_2085782609e.txt
242,tesseract,0.00018466800000016548,2,output/tesseract/train/2/2_train_2085782609e
243,kraken,0.0004445419999998812,11,output/kraken/train/11/11_train_CTRCONTRACTS005531-5.txt
244,tesseract,0.0003482740000002593,11,output/tesseract/train/11/11_train_CTRCONTRACTS005531-5
245,kraken,0.0005934129999998206,1,output/kraken/train/1/1_train_2086080662.txt
246,tesseract,0.00017017500000005015,1,output/tesseract/train/1/1_train_2086080662
247,kraken,0.0005391409999999652,13,output/kraken/train/13/13_train_1001850574.txt
248,tesseract,0.00021057299999993617,13,output/tesseract/train/13/13_train_1001850574
249,kraken,0.0006166820000004236,9,output/kraken/train/9/9_train_2046532844a.txt
250,tesseract,0.00018533999999981177,9,output/tesseract/train/9/9_train_2046532844a
251,kraken,0.0003810539999999918,1,output/kraken/train/1/1_train_87445561_5563.txt
252,tesseract,0.00021843000000032475,1,output/tesseract/train/1/1_train_87445561_5563
253,kraken,0.0004854000000000802,6,output/kraken/train/6/6_train_70008814-8820.txt
254,tesseract,0.00021339400000019992,6,output/tesseract/train/6/6_train_70008814-8820
255,kraken,0.0005401840000001101,7,output/kraken/train/7/7_train_2057470016_2057470018.txt
256,tesseract,0.0001835169999999664,7,output/tesseract/train/7/7_train_2057470016_2057470018
257,kraken,0.0005055079999998213,10,output/kraken/train/10/10_train_2045079661.txt
258,tesseract,0.00016625599999997576,10,output/tesseract/train/10/10_train_2045079661
259,kraken,0.0004982940000002323,11,output/kraken/train/11/11_train_509877115.txt
260,tesseract,0.00020758599999970428,11,output/tesseract/train/11/11_train_509877115
261,kraken,0.0005620379999999869,8,output/kraken/train/8/8_train_2048604241.txt
262,tesseract,0.00020145799999982117,8,output/tesseract/train/8/8_train_2048604241
263,kraken,0.0005289579999998573,5,output/kraken/train/5/5_train_2050750347_2050750382.txt
264,tesseract,0.00011064499999990929,5,output/tesseract/train/5/5_train_2050750347_2050750382
265,kraken,0.0005300570000001947,4,output/kraken/train/4/4_train_92224551_4552.txt
266,tesseract,0.00015002899999982944,4,output/tesseract/train/4/4_train_92224551_4552
267,kraken,0.0006104609999999511,6,output/kraken/train/6/6_train_50563409-3444.txt
268,tesseract,0.00017518899999968696,6,output/tesseract/train/6/6_train_50563409-3444
269,kraken,0.0005086499999999994,9,output/kraken/train/9/9_train_00929162.txt
270,tesseract,0.0003416170000001273,9,output/tesseract/train/9/9_train_00929162
271,kraken,0.0004322330000001706,0,output/kraken/train/0/0_train_502479598.txt
272,tesseract,0.00021305399999960173,0,output/tesseract/train/0/0_train_502479598
273,kraken,0.0004939499999996322,11,output/kraken/train/11/11_train_2026409189.txt
274,tesseract,0.00017719899999990574,11,output/tesseract/train/11/11_train_2026409189
275,kraken,0.00048569600000014646,8,output/kraken/train/8/8_train_2504088764.txt
276,tesseract,0.0002735160000000292,8,output/tesseract/train/8/8_train_2504088764
277,kraken,0.0004425690000000593,8,output/kraken/train/8/8_train_2041553227.txt
278,tesseract,0.0002103540000000237,8,output/tesseract/train/8/8_train_2041553227
279,kraken,0.0005894830000001683,2,output/kraken/train/2/2_train_2071536469_6470.txt
280,tesseract,0.00017801499999992032,2,output/tesseract/train/2/2_train_2071536469_6470
281,kraken,0.0005166530000000336,13,output/kraken/train/13/13_train_517229105+-9106.txt
282,tesseract,0.00016203300000006138,13,output/tesseract/train/13/13_train_517229105+-9106
283,kraken,0.0004613369999999506,2,output/kraken/train/2/2_train_2072069872.txt
284,tesseract,0.0002621480000000176,2,output/tesseract/train/2/2_train_2072069872
285,kraken,0.0005112990000002426,6,output/kraken/train/6/6_train_50330565-0584.txt
286,tesseract,0.00016996999999996376,6,output/tesseract/train/6/6_train_50330565-0584
287,kraken,0.0005294810000000538,11,output/kraken/train/11/11_train_2043833044.txt
288,tesseract,0.0001586030000000349,11,output/tesseract/train/11/11_train_2043833044
289,kraken,0.0005148520000002321,0,output/kraken/train/0/0_train_60008703.txt
290,tesseract,0.00010643900000051332,0,output/tesseract/train/0/0_train_60008703
291,kraken,0.0005907810000000957,10,output/kraken/train/10/10_train_13007309.txt
292,tesseract,0.00010502800000011803,10,output/tesseract/train/10/10_train_13007309
293,kraken,0.00046255600000000285,11,output/kraken/train/11/11_train_81616972.txt
294,tesseract,0.00019112599999981938,11,output/tesseract/train/11/11_train_81616972
295,kraken,0.0004768720000001281,12,output/kraken/train/12/12_train_2024114599_2024114614.txt
296,tesseract,0.00019933199999977447,12,output/tesseract/train/12/12_train_2024114599_2024114614
297,kraken,0.0005990940000000222,7,output/kraken/train/7/7_train_2057445238_2057445239.txt
298,tesseract,0.00015909300000016557,7,output/tesseract/train/7/7_train_2057445238_2057445239
299,kraken,0.0005306080000000435,5,output/kraken/train/5/5_train_83200726_0727.txt
300,tesseract,0.0001874720000003549,5,output/tesseract/train/5/5_train_83200726_0727
301,kraken,0.0005926010000001369,0,output/kraken/train/0/0_train_514748612+-8613.txt
302,tesseract,0.00016429699999997993,0,output/tesseract/train/0/0_train_514748612+-8613
303,kraken,0.0004938799999996135,10,output/kraken/train/10/10_train_tob07125.47.txt
304,tesseract,0.00019392299999987372,10,output/tesseract/train/10/10_train_tob07125.47
305,kraken,0.0004963830000002112,13,output/kraken/train/13/13_train_0060165492.txt
306,tesseract,0.00021352899999982355,13,output/tesseract/train/13/13_train_0060165492
307,kraken,0.0004995689999995889,12,output/kraken/train/12/12_train_2060541977_2060541997.txt
308,tesseract,0.0001652800000000454,12,output/tesseract/train/12/12_train_2060541977_2060541997
309,kraken,0.0008217699999999439,5,output/kraken/train/5/5_train_1000214594.txt
310,tesseract,0.00020080899999985746,5,output/tesseract/train/5/5_train_1000214594
311,kraken,0.0005304980000002679,14,output/kraken/train/14/14_train_10116149_10116152.txt
312,tesseract,0.00020512399999983444,14,output/tesseract/train/14/14_train_10116149_10116152
313,kraken,0.0004941399999998097,8,output/kraken/train/8/8_train_2028997011.txt
314,tesseract,0.00019408600000003773,8,output/tesseract/train/8/8_train_2028997011
315,kraken,0.0005888380000000915,12,output/kraken/train/12/12_train_2047527358.txt
316,tesseract,0.00016308000000009315,12,output/tesseract/train/12/12_train_2047527358
317,kraken,0.0005005520000000985,9,output/kraken/train/9/9_train_2074110645_0646.txt
318,tesseract,0.00017842199999984487,9,output/tesseract/train/9/9_train_2074110645_0646
319,kraken,0.00046774900000023933,10,output/kraken/train/10/10_train_2015026060.txt
320,tesseract,0.00018664200000007014,10,output/tesseract/train/10/10_train_2015026060
321,kraken,0.0004755509999996299,8,output/kraken/train/8/8_train_2041920958.txt
322,tesseract,0.00019081200000004017,8,output/tesseract/train/8/8_train_2041920958
323,kraken,0.0005789449999999974,1,output/kraken/train/1/1_train_2040972204_2040972205.txt
324,tesseract,0.00019847300000019885,1,output/tesseract/train/1/1_train_2040972204_2040972205
325,kraken,0.0005158779999998586,14,output/kraken/train/14/14_train_01334925_01334931.txt
326,tesseract,0.00021262000000010772,14,output/tesseract/train/14/14_train_01334925_01334931
327,kraken,0.0005167209999998867,7,output/kraken/train/7/7_train_2031313055.txt
328,tesseract,0.0001974759999998632,7,output/tesseract/train/7/7_train_2031313055
329,kraken,0.0005221859999999801,9,output/kraken/train/9/9_train_2085589115_9116.txt
330,tesseract,0.00019255600000001039,9,output/tesseract/train/9/9_train_2085589115_9116
331,kraken,0.0004572689999999824,0,output/kraken/train/0/0_train_11016382.txt
332,tesseract,0.00015875499999973286,0,output/tesseract/train/0/0_train_11016382
333,kraken,0.0006344710000001363,7,output/kraken/train/7/7_train_2057466738.txt
334,tesseract,0.0001903860000003199,7,output/tesseract/train/7/7_train_2057466738
335,kraken,0.00040838399999998387,15,output/kraken/train/15/15_train_2077365165.txt
336,tesseract,0.00022321700000027533,15,output/tesseract/train/15/15_train_2077365165
337,kraken,0.0005108470000001475,7,output/kraken/train/7/7_train_0001482619.txt
338,tesseract,0.00018957699999999633,7,output/tesseract/train/7/7_train_0001482619
339,kraken,0.0005715660000000788,6,output/kraken/train/6/6_train_2021569946_9956.txt
340,tesseract,0.00021905500000007905,6,output/tesseract/train/6/6_train_2021569946_9956
341,kraken,0.0005269889999999222,11,output/kraken/train/11/11_train_0060181313.txt
342,tesseract,0.00018830599999963837,11,output/tesseract/train/11/11_train_0060181313
